2. TRIFD,3. FRS ID,30. CHEMICAL,33. CLEAN AIR ACT CHEMICAL,37. CARCINOGEN,40. 5.1 - FUGITIVE AIR,42. 5.3 - WATER,54. ON-SITE RELEASE TOTAL
32831STNTN5100S,110025384368,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,220807
61607DDWRD7800S,110000438125,BARIUM COMPOUNDS,NO,NO,14.363,1331.56,108782.313
62526DMCRN4666F,110050297936,BENZENE,YES,YES,0,0,2456
78263WSMMR9599G,110000464916,NICKEL COMPOUNDS,YES,YES,1,5450,13994
52732DMCRN1251B,110000415630,HYDROGEN SULFIDE,YES,NO,0,0,0
52732DMCRN1251B,110000415630,MERCURY COMPOUNDS,YES,NO,0,0,51
45631HVLLY5758O,110000395162,NICKEL  and NICKEL COMPOUNDS,YES,YES,0.8,185.8,60732.2
25265MNTNRRTE33,110067041837,LEAD COMPOUNDS,YES,NO,0,0,25622
66536JFFRY25905,110006011680,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,5.8
65619STHWSWALNU,110055026396,AMMONIA,NO,NO,0,0,21800
52732DMCRN1251B,110000415630,ACETALDEHYDE,YES,YES,0,0,623
26041KMMRPRTE2X,110013725077,NICKEL COMPOUNDS,YES,YES,250,89,56693
62959STHRN11543,110017420049,MERCURY COMPOUNDS,YES,NO,0,0,13
14012SSMRS7725L,110000326371,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,9.91,2024.91
82201LRMRV347GR,110000468075,MERCURY  and MERCURY COMPOUNDS,YES,NO,2,0,141
34956MRTNPSR710,110008320566,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,2147.47,0,2149.76
43913CRDNL306CO,110000605426,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,250,210,100708
76629TXSNWHWY6X,110015666144,MANGANESE COMPOUNDS,YES,NO,767.44,0,237784.8
26041KMMRPRTE2X,110013725077,ZINC COMPOUNDS,NO,NO,5,230,82330
68112MHPBL7475P,110041061374,MANGANESE COMPOUNDS,YES,NO,4,0,6336
80549RWHDN2700E,110000607148,MERCURY  and MERCURY COMPOUNDS,YES,NO,0.00426,0,51.42426
62959STHRN11543,110017420049,COPPER COMPOUNDS,NO,NO,0,0,5
48218DTRTD1BELA,110000406917,BARIUM COMPOUNDS,NO,NO,0,55,195
26041KMMRPRTE2X,110013725077,HYDROGEN FLUORIDE,YES,NO,0,0,19800
29436CRSSG553CR,110000499764,SELENIUM COMPOUNDS,YES,NO,0,2000,6820
29436CRSSG553CR,110000499764,NICKEL COMPOUNDS,YES,YES,110,1600,16280
43913CRDNL306CO,110000605426,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,10000
76629TXSNWHWY6X,110015666144,BARIUM COMPOUNDS,NO,NO,34.84,4181.96,39753.28
45620MRCNL7397N,110043788327,LEAD  and LEAD COMPOUNDS,YES,NO,20,25.1,96019.1
76567SNDWS7MISW,110007197853,MERCURY  and MERCURY COMPOUNDS,YES,NO,0.1,0,26.6
14012SSMRS7725L,110000326371,HYDROGEN FLUORIDE,YES,NO,0,0,603
20842DCKRS21200,110000339303,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,3639
11101CNSLD3854V,110033146165,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,2.415,0,30.445
63028RSHSL100BI,110000440210,LEAD COMPOUNDS,YES,NO,0,0,1173.2
32177SMNLGUSHWY,110041142304,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,85915
37050STVCM815CU,110000493127,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,2200000
37050STVCM815CU,110000493127,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.5
40272LSVLL14660,110000378733,COBALT COMPOUNDS,YES,NO,0.09,8.08,12537.7
68112MHPBL7475P,110041061374,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,14737
81006PBLCS2005L,110000467851,NICKEL COMPOUNDS,YES,YES,1.2,0,24141.2
84078BNNZP12500,110015757670,VANADIUM COMPOUNDS,NO,NO,12,0,21033
77830GBBNS25MIL,110008138078,MERCURY,YES,NO,0,0,56
17981WSTWDUSRTE,110010970235,BARIUM COMPOUNDS,NO,NO,16,6,79517
43961FRSTNSTATE,110000591609,SELENIUM COMPOUNDS,YES,NO,1,16,4065
62217LLNSP1901B,110011697075,AMMONIA,NO,NO,62633.7,1617.42,83648.52
23836CHSTR500CO,110000342530,AMMONIA,NO,NO,0,3300,3320
23836CHSTR500CO,110000342530,MERCURY COMPOUNDS,YES,NO,0,0.01,149.61
87421SNJNGCOUNT,110000600868,VANADIUM COMPOUNDS,NO,NO,15,0,1054
58523NTLPV294CO,110000428369,ZINC COMPOUNDS,NO,NO,27,0,89
03801PBLCSGOSLI,110000602991,AMMONIA,NO,NO,0,1,5863
62217LLNSP1901B,110011697075,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.167
62217LLNSP1901B,110011697075,NICKEL COMPOUNDS,YES,YES,0,0,8693.904
17931GLBRT50ELE,110020578891,N-HEXANE,YES,NO,0,0,0
49417GRNDH1231N,110000410396,HYDROGEN FLUORIDE,YES,NO,0,0,192.8
47567NDNPLRRTE1,110037247912,HYDROGEN FLUORIDE,YES,NO,0,0,18951
49417GRNDH1231N,110000410396,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,54782.61
70669NTRGY3500H,110003271049,ZINC COMPOUNDS,NO,NO,18,170,19588
3347WWSTCN255ST,110007477391,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,9.13
84078BNNZP12500,110015757670,LEAD COMPOUNDS,YES,NO,9.6,0,18022.6
81006PBLCS2005L,110000467851,MERCURY COMPOUNDS,YES,NO,0.0239,0.0059,523.7298
81006PBLCS2005L,110000467851,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,1.4,0,28121.4
47567NDNPLRRTE1,110037247912,SELENIUM COMPOUNDS,YES,NO,0,724,5147
47567NDNPLRRTE1,110037247912,NICKEL COMPOUNDS,YES,YES,0,287,2708
03801PBLCSGOSLI,110000602991,LEAD  and LEAD COMPOUNDS,YES,NO,0.1,1,3.2
48183DTRTD4695W,110000406267,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,7700
53726MGWST515WA,110022398369,AMMONIA,NO,NO,0,4.87,31528.87
29440WNYHG661ST,110000353457,HYDROGEN FLUORIDE,YES,NO,0,0,3100
1461WRDRCH12RID,110060261416,NITRATE COMPOUNDS,NO,NO,0,255354,255354
02780TNTNM1314S,110000312064,NAPHTHALENE,YES,YES,0,0,0
02780TNTNM1314S,110000312064,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0.1367394,0,1.8165926
30120BWNST317CO,110000356356,HYDROGEN FLUORIDE,YES,NO,0,0,35000
30120BWNST317CO,110000356356,ARSENIC COMPOUNDS,YES,NO,0,13,13443
00751PRPGRPRO3K,110000307800,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0.31,122.81
58523NTLPV294CO,110000428369,N-HEXANE,YES,NO,95,0,771
58523NTLPV294CO,110000428369,NICKEL  and NICKEL COMPOUNDS,YES,YES,34,0,74
54603NRTHR200SB,110000422524,MERCURY  and MERCURY COMPOUNDS,YES,NO,0,0.4,0.766
54603NRTHR200SB,110000422524,LEAD  and LEAD COMPOUNDS,YES,NO,0,0,2
82716NLSMP13151,110000600341,BARIUM  and BARIUM COMPOUNDS,NO,NO,215,14.05,1789000.05
58523TTRTL62401,110000428378,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,22,7,25592
80817RYNXN14020,110000467646,LEAD COMPOUNDS,YES,NO,0.2,0,4490.9
30120BWNST317CO,110000356356,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,7.5
58571LLNDL3901H,110000595099,COPPER  and COPPER COMPOUNDS,NO,NO,15,25,276
58571LLNDL3901H,110000595099,NICKEL  and NICKEL COMPOUNDS,YES,YES,12,0,88
21226BRNDN1000B,110038162902,VANADIUM COMPOUNDS,NO,NO,1,0,119
30120BWNST317CO,110000356356,NICKEL COMPOUNDS,YES,YES,0,1600,34900
76384KLNNP12567,110000460153,HYDROGEN FLUORIDE,YES,NO,0,0,17900
58523NTLPV294CO,110000428369,VANADIUM (EXCEPT WHEN CONTAINED IN AN ALLOY),NO,NO,57,0,177
21226BRNDN1000B,110038162902,NAPHTHALENE,YES,YES,0,0,34
02780TNTNM1314S,110000312064,"1,2,4-TRIMETHYLBENZENE",NO,NO,0,0,0
70669NTRGY3500H,110003271049,VANADIUM COMPOUNDS,NO,NO,33,0,430463
21226BRNDN1000B,110038162902,HYDROGEN FLUORIDE,YES,NO,0,0,35000
9692WDDDCM11221,110070525514,NAPHTHALENE,YES,YES,163.13,0,217.11
30129HMMND5963A,110056960515,LEAD COMPOUNDS,YES,NO,0,0,2.9
08069CRNYS500SH,110017403264,AMMONIA,NO,NO,1.3,0,1343.3
46304NRTHR246BA,110000397730,MERCURY COMPOUNDS,YES,NO,0,0,2
59034HRDNGSUGAR,110038363623,MANGANESE  and MANGANESE COMPOUNDS,YES,NO,488.5,0,547.5
77960CLTCRFMRD2,110000599692,MANGANESE COMPOUNDS,YES,NO,5,0,10828
15077FRSTNOFFRT,110056969721,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.2
16374SCRBGRR1LI,110005981296,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,287052
69165GRLDGSHWY2,110000606522,COPPER  and COPPER COMPOUNDS,NO,NO,0,0,16800
69165GRLDGSHWY2,110000606522,ZINC COMPOUNDS,NO,NO,0,0,8070
30830STHRN8803R,110032877849,NAPHTHALENE,YES,YES,0,0,0
62644HVNPWSTRTE,110000595794,HYDROGEN FLUORIDE,YES,NO,0,0,3262.48
49855MRQTTEHAMP,110017426962,HYDROGEN FLUORIDE,YES,NO,0,0,327
59034HRDNGSUGAR,110038363623,MERCURY  and MERCURY COMPOUNDS,YES,NO,0.2,0,1.1
07036LNDNGWOODA,110000869105,NAPHTHALENE,YES,YES,0,0,62
69165GRLDGSHWY2,110000606522,LEAD  and LEAD COMPOUNDS,YES,NO,0,0,2330
76384KLNNP12567,110000460153,MANGANESE COMPOUNDS,YES,NO,250,0,21402
86040NVJGN5MIOF,110028287725,VANADIUM COMPOUNDS,NO,NO,13,0,30983
87416FRCRNCOUNT,110042068473,NICKEL COMPOUNDS,YES,YES,0.8,14.9,29835.5
08069CRNYS500SH,110017403264,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0.8,0,802.8
87416FRCRNCOUNT,110042068473,COPPER COMPOUNDS,NO,NO,2.5,5.5,50930.1
46304NRTHR246BA,110000397730,AMMONIA,NO,NO,0,104,364
28682DKNRG8320E,110000351397,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,4.7
47635RCKPR2791N,110000747924,COBALT COMPOUNDS,YES,NO,10,29,27044
32653GNSVL10001,110000362615,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,914
52732DMCRN1251B,110000415630,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,114868
16374SCRBGRR1LI,110005981296,LEAD  and LEAD COMPOUNDS,YES,NO,1.5,0,41.5
86040NVJGN5MIOF,110028287725,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,7.4
32653GNSVL10001,110000362615,VANADIUM COMPOUNDS,NO,NO,0.37,33,3283.37
35611STVBRSHAWR,110000589355,ZINC COMPOUNDS,NO,NO,0,0,0
15077FRSTNOFFRT,110056969721,VANADIUM COMPOUNDS,NO,NO,1,12,251
86040NVJGN5MIOF,110028287725,BARIUM COMPOUNDS,NO,NO,523,0,1283633
16374SCRBGRR1LI,110005981296,HYDROGEN FLUORIDE,YES,NO,0,0,0
86040NVJGN5MIOF,110028287725,COPPER  and COPPER COMPOUNDS,NO,NO,9,0,22231
54610DRYLN500OL,110000422560,MERCURY COMPOUNDS,YES,NO,0,0,14.805
16374SCRBGRR1LI,110005981296,MANGANESE  and MANGANESE COMPOUNDS,YES,NO,25,6,115
58523NTLPV294CO,110000428369,ETHYLBENZENE,YES,YES,176,0,687
55721BSWLL1200N,110041028492,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,5,0,45527
26574MRCNBRTE17,110007881998,LEAD COMPOUNDS,YES,NO,1.6,0.25,1641.09
42350WLSNSHWY85,110000717877,BARIUM COMPOUNDS,NO,NO,0,0,91636
02215DVNCD474BR,110000881733,AMMONIA,NO,NO,0,0,7518
76567SNDWS7MISW,110007197853,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,0.1
72132NTRGY1100W,110000451788,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,60000
81006PBLCS2005L,110000467851,MANGANESE COMPOUNDS,YES,NO,7.7,0,130257.7
58554RMHSKHWY18,110022356591,MERCURY COMPOUNDS,YES,NO,0,0,37.6
25213JHNMS1530W,110042086505,COPPER COMPOUNDS,NO,NO,250,253,2187
41091CGGSTRT338,110006497585,LEAD COMPOUNDS,YES,NO,0.2,120.1,22190.3
00821VRGNSESTAT,110000602866,N-HEXANE,YES,NO,0,7.2,14.2
23692YRKTW1600W,110000342371,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.04
41091CGGSTRT338,110006497585,BARIUM COMPOUNDS,NO,NO,2,280,230462
49417GRNDH1231N,110000410396,MERCURY  and MERCURY COMPOUNDS,YES,NO,0,0.14,1.44
45153CNCNN1781U,110000392860,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,2,140,46292
87416FRCRNCOUNT,110042068473,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,9799.8
48732DKRNJNWEAD,110000593171,BARIUM COMPOUNDS,NO,NO,65,0,782717
26574MRCNBRTE17,110007881998,COBALT COMPOUNDS,YES,NO,1,0,1906
58523NTLPV294CO,110000428369,SELENIUM  and SELENIUM COMPOUNDS,YES,NO,11,0,80
46392NRTHR2723E,110000493706,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,629,85919
70669NTRGY3500H,110003271049,COPPER COMPOUNDS,NO,NO,27,170,20377
53142PLSNT80009,110000417433,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,2300
45153CNCNN1781U,110000392860,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.1
58523NTLPV294CO,110000428369,PHENANTHRENE,YES,NO,2,0,17
26574MRCNBRTE17,110007881998,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,3,1,5937
90704PBBLY1PEBB,110002420425,NAPHTHALENE,YES,YES,74,0,118
64833SBRYG21133,110056960418,LEAD COMPOUNDS,YES,NO,0.07,0,1970.98
53154KCRKP4801E,110000417709,COBALT COMPOUNDS,YES,NO,0,0,102
53154KCRKP4801E,110000417709,LEAD COMPOUNDS,YES,NO,0,0,639
41091CGGSTRT338,110006497585,AMMONIA,NO,NO,1100,350,1450
32831STNTN5100S,110025384368,AMMONIA,NO,NO,500,0,8114
08069CRNYS500SH,110017403264,"1,2,4-TRIMETHYLBENZENE",NO,NO,0,0,0
31047MDGRG200OA,110000359969,NAPHTHALENE,YES,YES,0,0,5
32177SMNLGUSHWY,110041142304,ZINC COMPOUNDS,NO,NO,0,182,128626
81626TRSTT2201R,110041086393,LEAD,YES,YES,0,0,0
59323RSBDPPOBOX,110041886144,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,169.8,0,1768.5
68025CTYFF2701E,110040983308,COPPER COMPOUNDS,NO,NO,5,250,1460
74651SNRGNHWY15,110000598611,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,36800
66040LCYGNRR1BO,110000747988,HYDROGEN FLUORIDE,YES,NO,0,0,9728
60087WKGNG10GRE,110000430178,LEAD COMPOUNDS,YES,NO,0,1.8,94.4
55721BSWLL1200N,110041028492,LEAD COMPOUNDS,YES,NO,0,84,14188
22026PSSMP19000,110000340774,AMMONIA,NO,NO,0,27400,38500
82201LRMRV347GR,110000468075,N-HEXANE,YES,NO,1652,0,2075
48218DTRTD1BELA,110000406917,HYDROGEN FLUORIDE,YES,NO,0,0,1100
26041KMMRPRTE2X,110013725077,COBALT COMPOUNDS,YES,NO,250,8,26302
26041KMMRPRTE2X,110013725077,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,2.2
26041KMMRPRTE2X,110013725077,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,250,2,63383
32226STJHN11201,110000362134,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0.05,0,2.95
81626TRSTT2201R,110041086393,MANGANESE COMPOUNDS,YES,NO,18,0,10418.45
10009CNSLD801E1,110000322623,AMMONIA,NO,NO,5,0,42568
62526DMCRN4666F,110050297936,MANGANESE COMPOUNDS,YES,NO,5,0,447
44012FRSTN33570,110000385173,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,48154
43961FRSTNSTATE,110000591609,NICKEL COMPOUNDS,YES,YES,4,203,2172
66040LCYGNRR1BO,110000747988,LEAD COMPOUNDS,YES,NO,0.5,0,8095.2
41056SPRLCRTE8X,110012142127,HYDROGEN FLUORIDE,YES,NO,0,0,13000
49855PRSQS2701L,110056964030,BARIUM COMPOUNDS,NO,NO,0,47,45747
65244THMSHRTE1B,110000444243,CHLORINE,YES,NO,0,0,0
29436CRSSG553CR,110000499764,COPPER COMPOUNDS,NO,NO,9,200,28729
19022DDYSTNO1IN,110000817493,NAPHTHALENE,YES,YES,0,0,3
62959STHRN11543,110017420049,MANGANESE COMPOUNDS,YES,NO,0,0,5
49855PRSQS2701L,110056964030,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,6200
62448MRNCR6725N,110000439393,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.08
47250CLFTY1335C,110000402314,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,10.3,21.5,88570.8
49855PRSQS2701L,110056964030,MERCURY COMPOUNDS,YES,NO,0,0,125
27052DKNRGPINEH,110000604141,VANADIUM COMPOUNDS,NO,NO,1,46,47028
27052DKNRGPINEH,110000604141,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.2
06457MDDLT1866R,110000316266,NAPHTHALENE,YES,YES,0,0,0
17981WSTWDUSRTE,110010970235,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.4
68112MHPBL7475P,110041061374,VANADIUM COMPOUNDS,NO,NO,0,0,4833
37066STVGL1499S,110000493136,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0.6,0,9.4
22942LDDMN3352K,110014436306,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,26
62959STHRN11543,110017420049,ZINC COMPOUNDS,NO,NO,0,0,5
61607DDWRD7800S,110000438125,NAPHTHALENE,YES,YES,0,0,5
23836CHSTR500CO,110000342530,NICKEL COMPOUNDS,YES,YES,0,81,21178
60087WKGNG10GRE,110000430178,VANADIUM COMPOUNDS,NO,NO,0,0,54
42337STVPR13246,110000380882,VANADIUM COMPOUNDS,NO,NO,20,2900,87250
59323RSBDPPOBOX,110041886144,VANADIUM COMPOUNDS,NO,NO,207.2,0,2072
03801PBLCSGOSLI,110000602991,NAPHTHALENE,YES,YES,0,0,412
42337STVPR13246,110000380882,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,2.3,0,12.5
42337STVPR13246,110000380882,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,44000
62448MRNCR6725N,110000439393,NAPHTHALENE,YES,YES,0,0,5
21220CPCRN1001C,110000339713,LEAD COMPOUNDS,YES,NO,0,0,55.6
62959STHRN11543,110017420049,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,76000
62448MRNCR6725N,110000439393,COPPER COMPOUNDS,NO,NO,0,0,30492.276
37050STVCM815CU,110000493127,LEAD COMPOUNDS,YES,NO,9.9,0,37639.9
65244THMSHRTE1B,110000444243,LEAD COMPOUNDS,YES,NO,2.61,56,8829.6285
12550RSTNG992RA,110000324747,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,0.4
26739MTSTRHC76B,110007876637,ARSENIC COMPOUNDS,YES,NO,0,0,34160
26041KMMRPRTE2X,110013725077,COPPER COMPOUNDS,NO,NO,10,19,88166
35130LBMPW4250P,110043792651,COBALT COMPOUNDS,YES,NO,0,0,7169
84624NTRMN850BR,110000470053,LEAD COMPOUNDS,YES,NO,0.1,0,19687.1
96792KHGNR89900,110000486439,LEAD COMPOUNDS,YES,NO,0,3.2,265.5
45144DYTNP14869,110000591841,BARIUM  and BARIUM COMPOUNDS,NO,NO,0,1068,102396
74735WSTRNHWY70,110000608236,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,18753
74735WSTRNHWY70,110000608236,BARIUM COMPOUNDS,NO,NO,0,0,182626
24534CLVRPRTE92,110007008175,"1,2,4-TRIMETHYLBENZENE",NO,NO,0,0,0
17976STNCHHWY54,110006812716,COPPER  and COPPER COMPOUNDS,NO,NO,7,0,68293
7668WSNDYC2161R,110035106113,LEAD  and LEAD COMPOUNDS,YES,NO,0,0,13629
33041CTYLC6900F,110000363598,N-HEXANE,YES,NO,16,0,16
24534CLVRPRTE92,110007008175,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,10600
58576GRTRV28753,110000494563,HYDROGEN FLUORIDE,YES,NO,0,0,59000
27052DKNRGPINEH,110000604141,COPPER COMPOUNDS,NO,NO,0,15,23265
51101GRGNL11512,110001323318,BARIUM COMPOUNDS,NO,NO,22,486,251410
41045KNTCKUS42P,110000874224,LEAD COMPOUNDS,YES,NO,0.7,0,126347.4
29436CRSSG553CR,110000499764,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,180,34,16934
78945LCRFY6549P,110000465620,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,7.08,0,6619.51
02129MYSTC173AL,110000310841,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0.6,1
48917LNSNG3725S,110040958425,HYDROGEN FLUORIDE,YES,NO,0,0,50090
02563CNLLC9FREE,110000311485,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0
58530MLTNR34012,110000428387,VANADIUM COMPOUNDS,NO,NO,0,0,65606
31046SCHRR10986,110007356066,NICKEL COMPOUNDS,YES,YES,0,1100,29360
17931WHLBRMOREA,110014012157,MERCURY  and MERCURY COMPOUNDS,YES,NO,0,0,2.95
85936CRNDG7MINE,110017431242,VANADIUM COMPOUNDS,NO,NO,7,0,10799
85936CRNDG7MINE,110017431242,COPPER COMPOUNDS,NO,NO,7,0,7278
85936CRNDG7MINE,110017431242,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.1
14882SCYGL228MI,110000328547,FORMIC ACID,NO,NO,0,0.44,4.37
15944CNMGHRTE20,110000538801,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,1423446
85936CRNDG7MINE,110017431242,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,2.2
51501CNCLB2115N,110056965280,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,1,6,28360
26366HRRSNRTE20,110000586125,ZINC COMPOUNDS,NO,NO,0,0,184670
26366HRRSNRTE20,110000586125,VANADIUM COMPOUNDS,NO,NO,0,0,271400
49634TSFLR700ME,110056958225,HYDROGEN FLUORIDE,YES,NO,0,0,621
53082DGWTR3739L,110000416871,MANGANESE COMPOUNDS,YES,NO,36,132,416
6225WPRRST1739N,110044852068,HYDROGEN FLUORIDE,YES,NO,0,0,962354.7
63129MRMCP8200F,110001958515,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,0.9
28704SHVLL200CP,110000587071,VANADIUM COMPOUNDS,NO,NO,4,0,39084
47882MRMGNHWY54,110000592831,ARSENIC COMPOUNDS,YES,NO,0,0,53345
29044STHCR142WA,110015337198,HYDROGEN FLUORIDE,YES,NO,0,0,6475
51501CNCLB2115N,110056965280,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,920
03801NWNGT165GO,110045448262,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,5476
6225WPRRST1739N,110044852068,LEAD COMPOUNDS,YES,NO,0,0,73694.2
15944CNMGHRTE20,110000538801,NICKEL COMPOUNDS,YES,YES,2,259.5,81461
62707CTYWT3100S,110056956281,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,14
61327LLNVCRR1XX,110006166139,MERCURY COMPOUNDS,YES,NO,0,0.005,60.119
42519CPRPW1247S,110041007166,MERCURY COMPOUNDS,YES,NO,0,0,40.71
81639PBLCS12795,110012355281,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,820
71447CLCCR275RO,110000450627,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0.1,0,2.8
71052CLCCR963PO,110000450155,BARIUM COMPOUNDS,NO,NO,17,4216,717383
28704SHVLL200CP,110000587071,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,5.6
49634TSFLR700ME,110056958225,LEAD COMPOUNDS,YES,NO,0,0.7,23.3
17370BRNNRWAGOR,110000601778,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,3360
78012SNMGL6200F,110000464426,MANGANESE  and MANGANESE COMPOUNDS,YES,NO,1,0,152877.6
78012SNMGL6200F,110000464426,SELENIUM  and SELENIUM COMPOUNDS,YES,NO,0.1,0,25693.7
29044STHCR142WA,110015337198,ARSENIC COMPOUNDS,YES,NO,30,136,5764
18237NRTHSRTE30,110000584421,MERCURY  and MERCURY COMPOUNDS,YES,NO,0.1675,0,29.3135
36548CHRLSCARSO,110056968278,AMMONIA,NO,NO,59,0,73
57216BGSTN48450,110011493437,BARIUM  and BARIUM COMPOUNDS,NO,NO,867,0,518184
54474WYRHS200GR,110000422141,LEAD  and LEAD COMPOUNDS,YES,NO,0,0,17.6
75691MRTNL8850F,110043787220,HEXACHLOROBENZENE,YES,YES,0,0,12.6
42350WLSNSHWY85,110000717877,LEAD COMPOUNDS,YES,NO,0,0,28337
75691MRTNL8850F,110043787220,THALLIUM  and THALLIUM COMPOUNDS,NO,NO,1,1,53952
