2. TRIFD,3. FRS ID,30. CHEMICAL,33. CLEAN AIR ACT CHEMICAL,37. CARCINOGEN,40. 5.1 - FUGITIVE AIR,42. 5.3 - WATER,54. ON-SITE RELEASE TOTAL
35580LBMPW460GO,110000367380,NICKEL COMPOUNDS,YES,YES,0,1430,46550
35580LBMPW460GO,110000367380,NAPHTHALENE,YES,YES,0,0,0
64088SBLYG3200E,110017982593,HYDROGEN FLUORIDE,YES,NO,0,0,9990
47630SGCFB3711D,110000403723,VANADIUM COMPOUNDS,NO,NO,0,36,32166
42303LMRSM4301U,110056956940,MERCURY COMPOUNDS,YES,NO,0,0,39.8
39735TRCTBRTE1B,110021170908,MANGANESE COMPOUNDS,YES,NO,5,0,18875
47630SGCFB3711D,110000403723,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,47000
78263WSMMR9599G,110000464916,MANGANESE  and MANGANESE COMPOUNDS,YES,NO,10,3,23872
37716STVBL1265E,110043798487,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.1
37716STVBL1265E,110043798487,BARIUM COMPOUNDS,NO,NO,37,430,57498
52404PRRCR3300C,110017344337,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,4.8,0,5.2
52404PRRCR3300C,110017344337,MERCURY COMPOUNDS,YES,NO,0,0,31.3
72734FLNTC21797,110000452910,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,13000
25265MNTNRRTE33,110067041837,BARIUM COMPOUNDS,NO,NO,5,190,235305
15077FRSTNOFFRT,110056969721,COPPER COMPOUNDS,NO,NO,1,333,504
20608CHLKP25100,110005974286,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,12198
54221MNTWC1303S,110000421384,MERCURY COMPOUNDS,YES,NO,0.0004,0.0004,1.2008
54603NRTHR200SB,110000422524,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,40640
30120BWNST317CO,110000356356,BERYLLIUM COMPOUNDS,YES,YES,0,0,19529
54474WSTNP2501M,110043779783,COPPER COMPOUNDS,NO,NO,4,26,5321
28024DKNRGDUKEP,110006424404,MERCURY COMPOUNDS,YES,NO,0,0.4,272.4
82718WYDKP48WYO,110007334982,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,4710
20608CHLKP25100,110005974286,MANGANESE  and MANGANESE COMPOUNDS,YES,NO,0,7,362
86040NVJGN5MIOF,110028287725,HYDROGEN FLUORIDE,YES,NO,0,0,14934
7237WPLMPN2732A,110033168391,MANGANESE COMPOUNDS,YES,NO,1,7,77363
7237WPLMPN2732A,110033168391,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,11091
21130PRRYM900CH,110000499559,BENZENE,YES,YES,0,0,0
21130PRRYM900CH,110000499559,AMMONIA,NO,NO,10,0,8910
86040NVJGN5MIOF,110028287725,NICKEL  and NICKEL COMPOUNDS,YES,YES,12,0,38176
34428FLRDP15760,110017431215,HYDROGEN FLUORIDE,YES,NO,0,0,84000
21226BRNDN1000B,110038162902,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,1,0,96
62217LLNSP1901B,110011697075,HYDROGEN FLUORIDE,YES,NO,0,0,8256.06
00920PRPSNMERCA,110000744749,LEAD COMPOUNDS,YES,NO,0,8.88,334.81
15077FRSTNOFFRT,110056969721,HYDROGEN FLUORIDE,YES,NO,0,0,6789
02780TNTNM1314S,110000312064,N-HEXANE,YES,NO,1.4134,0,1429.2295
9692WDDDCM11221,110070525514,MERCURY,YES,NO,0.0033,0,1.5333
16374SCRBGRR1LI,110005981296,COBALT,YES,YES,1,0,77
15931BNSBR2840N,110000330632,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,133051
30120BWNST317CO,110000356356,COBALT COMPOUNDS,YES,NO,0,0,25182
52732DMCRN1251B,110000415630,METHANOL,YES,NO,1,0,1
52732DMCRN1251B,110000415630,ACROLEIN,YES,NO,0,0,317
58523TTRTL62401,110000428378,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,1857
85938SPRNG12MIL,110000600788,MANGANESE  and MANGANESE COMPOUNDS,YES,NO,129,0,404197
47635RCKPR2791N,110000747924,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,4.5
23234CGNTR5001C,110000868865,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,25107
25265MNTNRRTE33,110067041837,MERCURY COMPOUNDS,YES,NO,0,0,504.6
29038STHCR405TE,110002232209,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,6435
7656WSNDWG378CH,110069446576,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,453
26574MRCNBRTE17,110007881998,MANGANESE  and MANGANESE COMPOUNDS,YES,NO,4,750,10218
26574MRCNBRTE17,110007881998,VANADIUM COMPOUNDS,NO,NO,4,0,9016
76629TXSNWHWY6X,110015666144,VANADIUM COMPOUNDS,NO,NO,41.11,0,53187
65619STHWSWALNU,110055026396,MERCURY COMPOUNDS,YES,NO,0,0,148
5848WGRTRV33669,110039526377,BARIUM COMPOUNDS,NO,NO,0,0,45
5848WGRTRV33669,110039526377,HYDROGEN FLUORIDE,YES,NO,0,0,1800
43961FRSTNSTATE,110000591609,COBALT COMPOUNDS,YES,NO,2,203,509
49417GRNDH1231N,110000410396,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,261.8
96720HLLGN54HAL,110000486377,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0
45153CNCNN1781U,110000392860,BERYLLIUM COMPOUNDS,YES,YES,0,0,5106
41091CGGSTRT338,110006497585,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,6,0,420006
43961FRSTNSTATE,110000591609,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,7,261,3241
43961FRSTNSTATE,110000591609,LEAD COMPOUNDS,YES,NO,2.9,0.2,947.9
87416FRCRNCOUNT,110042068473,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.18
08014PGCRPRTE13,110000575182,BARIUM  and BARIUM COMPOUNDS,NO,NO,1,59,78
81006PBLCS2005L,110000467851,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,2.5,0,182.5
53154KCRKP4801E,110000417709,BARIUM COMPOUNDS,NO,NO,0,0,11460
43961FRSTNSTATE,110000591609,ZINC COMPOUNDS,NO,NO,7,297,10491
23692YRKTW1600W,110000342371,MERCURY COMPOUNDS,YES,NO,0,0,21.5
15024CHSWCPITTS,110056969641,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,4784
76629TXSNWHWY6X,110015666144,MERCURY COMPOUNDS,YES,NO,0.27,0.02,289.07
5848WGRTRV33669,110039526377,MANGANESE COMPOUNDS,YES,NO,0,0,27
62739MRNCR134CI,110000500501,HYDROGEN FLUORIDE,YES,NO,0,0,9763
45153CNCNN1781U,110000392860,SELENIUM COMPOUNDS,YES,NO,0,70,9970
86032CHLLPOLDUS,110017206192,ZINC COMPOUNDS,NO,NO,0,0,6386
8271WBSNLC1246N,110039589585,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,2438
84078BNNZP12500,110015757670,NICKEL COMPOUNDS,YES,YES,4.2,0,8112.9
66104NRMNC4240N,110000445340,MERCURY  and MERCURY COMPOUNDS,YES,NO,0.01,0,7.48
28682DKNRG8320E,110000351397,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.2
76629TXSNWHWY6X,110015666144,COBALT COMPOUNDS,YES,NO,10.02,0,12232.43
7183WJHNWT3711H,110028925581,COPPER COMPOUNDS,NO,NO,5,7,27056
7183WJHNWT3711H,110028925581,AMMONIA,NO,NO,5,440,20256
53154KCRKP4801E,110000417709,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,1,270,1502
62739MRNCR134CI,110000500501,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,3,15808
7183WJHNWT3711H,110028925581,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,1585
46392NRTHR2723E,110000493706,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,605,0,121602
37050STVCM815CU,110000493127,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,13,0,57693
61607DDWRD7800S,110000438125,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,90396.1
80903MRTND700SC,110009559637,MERCURY COMPOUNDS,YES,NO,0,0,1.3
37050STVCM815CU,110000493127,VANADIUM COMPOUNDS,NO,NO,34,8400,132024
48732DKRNJNWEAD,110000593171,MANGANESE COMPOUNDS,YES,NO,2,780,23397
81626TRSTT2201R,110041086393,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,39600
00612PRPCMPR681,110000602571,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,42.2
68801PLTTG1035W,110000448249,MERCURY  and MERCURY COMPOUNDS,YES,NO,0,0,9.68
75840BGBRW11MIE,110000598988,VANADIUM COMPOUNDS,NO,NO,1,0,17083
58523NTLPV294CO,110000428369,HYDROGEN FLUORIDE,YES,NO,0,0,7069
44012FRSTN33570,110000385173,HYDROGEN FLUORIDE,YES,NO,0,0,26513
22942LDDMN3352K,110014436306,"1,2,4-TRIMETHYLBENZENE",NO,NO,0,0,0
66542TCMSH2NDDU,110000596524,LEAD COMPOUNDS,YES,NO,0.1,0,63.8
47620SGCBB8511W,110044891150,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.04
74651SNRGNHWY15,110000598611,NAPHTHALENE,YES,YES,0,0,14.4
75840BGBRW11MIE,110000598988,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,0.4
81626TRSTT2201R,110041086393,LEAD COMPOUNDS,YES,NO,2.42,0,77.1
81626TRSTT2201R,110041086393,VANADIUM COMPOUNDS,NO,NO,5.12,0,98.93
81626TRSTT2201R,110041086393,HYDROGEN FLUORIDE,YES,NO,0,0,12800
58523NTLPV294CO,110000428369,COPPER  and COPPER COMPOUNDS,NO,NO,64,0,155
22942LDDMN3352K,110014436306,N-HEXANE,YES,NO,0,0,0
53142PLSNT80009,110000417433,MERCURY COMPOUNDS,YES,NO,0,0,119
68410MHPBLRR3XX,110000606489,LEAD COMPOUNDS,YES,NO,0,0,15254
26041KMMRPRTE2X,110013725077,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,227000
26041KMMRPRTE2X,110013725077,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,21000
42350WLSNSHWY85,110000717877,MERCURY COMPOUNDS,YES,NO,0,0,175.2
82201LRMRV347GR,110000468075,ZINC COMPOUNDS,NO,NO,280,0,48921
17821MNTRS18MCM,110000492324,AMMONIA,NO,NO,353,23,9275
42350WLSNSHWY85,110000717877,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,1090000
62959STHRN11543,110017420049,BARIUM COMPOUNDS,NO,NO,0,0,5
11232GWNSG29THS,110010433977,XYLENE (MIXED ISOMERS),YES,NO,0,0,11.8
2312WBRGRD268CG,110040579424,"1,2,4-TRIMETHYLBENZENE",NO,NO,0,0,0
15944SWRDS595PL,110006623519,BARIUM COMPOUNDS,NO,NO,2,7,30
64098TNGNR20250,110042630542,ZINC COMPOUNDS,NO,NO,1,0,27519
22734LDDMN1219L,110007395826,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,26
64735MNTRS400SA,110002127680,LEAD COMPOUNDS,YES,NO,2.3,0,978.5
46360NRTHRWABAS,110000592154,ZINC COMPOUNDS,NO,NO,0,552,7794
17931GLBRT50ELE,110020578891,"1,2,4-TRIMETHYLBENZENE",NO,NO,0,0,0
26505MRGNT555BE,110000344903,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,49959
26739MTSTRHC76B,110007876637,COBALT COMPOUNDS,YES,NO,0,0,21062
61607DDWRD7800S,110000438125,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.083
68112MHPBL7475P,110041061374,BARIUM COMPOUNDS,NO,NO,8,0,120192
23836CHSTR500CO,110000342530,HYDROGEN FLUORIDE,YES,NO,0,0,26000
26739MTSTRHC76B,110007876637,N-HEXANE,YES,NO,0,0,0
85606RZNLCHWY19,110043804390,VANADIUM COMPOUNDS,NO,NO,0,0,2275.12
2312WBRGRD268CG,110040579424,N-HEXANE,YES,NO,0,0,0
59323RSBDPPOBOX,110041886144,BARIUM  and BARIUM COMPOUNDS,NO,NO,8248.1,0,82480.9
62959STHRN11543,110017420049,AMMONIA,NO,NO,0,0,250
54806NRTHR122N1,110000422846,MERCURY  and MERCURY COMPOUNDS,YES,NO,0,0,0.35
2654WLNGVW1375F,110040576267,BARIUM COMPOUNDS,NO,NO,0,0,997.1
25213JHNMS1530W,110042086505,ARSENIC COMPOUNDS,YES,NO,5,70,316
25213JHNMS1530W,110042086505,BARIUM COMPOUNDS,NO,NO,5,2100,9280
37050STVCM815CU,110000493127,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,1.9,0,18.1
62953LCTRC2100P,110043786249,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,78680.9
83101NGHTN5MISO,110042054013,ZINC COMPOUNDS,NO,NO,374,7,21088
47670PSNRGHWY64,110000592813,MERCURY COMPOUNDS,YES,NO,0,0,1198
37050STVCM815CU,110000493127,ARSENIC COMPOUNDS,YES,NO,6,0,29756
06506NWHVN1WATE,110000610651,NAPHTHALENE,YES,YES,0,0,4.858
22942GRDNS115RE,110000341489,N-HEXANE,YES,NO,0,0,0
8900WHVRDMSR172,110059849099,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,0
57216BGSTN48450,110011493437,AMMONIA,NO,NO,3590,0,11537
7668WSNDYC2161R,110035106113,AMMONIA,NO,NO,841,0.04,67416.04
74735WSTRNHWY70,110000608236,MANGANESE COMPOUNDS,YES,NO,0,0,13687
17976STNCHHWY54,110006812716,ARSENIC  and ARSENIC COMPOUNDS,YES,NO,1,0,14613
78945LCRFY6549P,110000465620,MANGANESE COMPOUNDS,YES,NO,16.34,5.47,19016.02
21220CPCRN1001C,110000339713,MERCURY  and MERCURY COMPOUNDS,YES,NO,0,0,2.3
02129MYSTC173AL,110000310841,"BENZO(G,H,I)PERYLENE",YES,NO,0,0.2,0.2
0647WCPVTW16WDR,110044175843,AMMONIA,NO,NO,250,0,17250
27052DKNRGPINEH,110000604141,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,2,5,23757
46360NRTHRWABAS,110000592154,HYDROGEN FLUORIDE,YES,NO,40,0,290
17981WSTWDUSRTE,110010970235,MERCURY COMPOUNDS,YES,NO,0,0,26.6
27052DKNRGPINEH,110000604141,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,4.4
53901CLMBNW8385,110000420385,AMMONIA,NO,NO,22,0,14429
53901CLMBNW8385,110000420385,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,7041
18237NRTHSRTE30,110000584421,LEAD  and LEAD COMPOUNDS,YES,NO,1,0,1882
00804VRGNSKRUMB,110000580960,"1,2,4-TRIMETHYLBENZENE",NO,NO,0,8067,8094
78945LCRFY6549P,110000465620,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,22390.74
06604BRDGP1ATLA,110000316989,LEAD COMPOUNDS,YES,NO,0,0,2.25
58576GRTRV28753,110000494563,ZINC COMPOUNDS,NO,NO,0,3,28319
79108STHWSNLAKE,110042010999,HYDROGEN FLUORIDE,YES,NO,0,0,146426.6
22734LDDMN1219L,110007395826,"1,2,4-TRIMETHYLBENZENE",NO,NO,0,0,0
15944SWRDS595PL,110006623519,ZINC COMPOUNDS,NO,NO,1,35,349
15944SWRDS595PL,110006623519,LEAD COMPOUNDS,YES,NO,0.3,1.1,16.8
48917LNSNG3725S,110040958425,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.01
47250CLFTY1335C,110000402314,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,149239.5
49855PRSQS2701L,110056964030,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,10000
23005DSWLL10098,110017409286,"1,2,4-TRIMETHYLBENZENE",NO,NO,5,0,167363
6225WPRRST1739N,110044852068,NICKEL  and NICKEL COMPOUNDS,YES,YES,0,0,666542.3
58530MLTNR34012,110000428387,COPPER  and COPPER COMPOUNDS,NO,NO,0,0,43688
85936CRNDG7MINE,110017431242,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,749
31046SCHRR10986,110007356066,ZINC COMPOUNDS,NO,NO,0,180,42680
45144DYTNP745US,110070135391,MERCURY COMPOUNDS,YES,NO,0,0.06,50.06
6225WPRRST1739N,110044852068,ARSENIC  and ARSENIC COMPOUNDS,YES,NO,0,0,52223.4
58530MLTNR34012,110000428387,MANGANESE  and MANGANESE COMPOUNDS,YES,NO,2.32,0,460462.32
36548CHRLSCARSO,110056968278,CHLORINE,YES,NO,0,0,0
66044LWRNC1250N,110000445180,BARIUM COMPOUNDS,NO,NO,81,963,483748
57216BGSTN48450,110011493437,VANADIUM COMPOUNDS,NO,NO,31,0,18675
84624NTRMN850BR,110000470053,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,5,0,24755
61327LLNVCRR1XX,110006166139,MANGANESE COMPOUNDS,YES,NO,5,457.655,14503.425
45144DYTNP745US,110070135391,NICKEL COMPOUNDS,YES,YES,0,4,22744
29044STHCR142WA,110015337198,VANADIUM COMPOUNDS,NO,NO,53,0,22781
29044STHCR142WA,110015337198,NICKEL COMPOUNDS,YES,YES,70,0,11694
78012SNMGL6200F,110000464426,ARSENIC  and ARSENIC COMPOUNDS,YES,NO,0.1,0,16130.1
45144DYTNP745US,110070135391,ZINC COMPOUNDS,NO,NO,0,376,34234
48054DTRTD4505K,110017414038,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,39000
51501CNCLB2115N,110056965280,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,6.31
77481WPRSHYUJON,110000608254,COPPER COMPOUNDS,NO,NO,0,46,51847
96793MLGNRNKIHE,110010385528,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,3.7
51501CNCLB2115N,110056965280,VANADIUM COMPOUNDS,NO,NO,4,0,80392
29044STHCR142WA,110015337198,AMMONIA,NO,NO,5730,5702,11432
35130LBMPW4250P,110043792651,BARIUM COMPOUNDS,NO,NO,0,2330,1604530
45144DYTNP14869,110000591841,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,20110
45144DYTNP14869,110000591841,COPPER COMPOUNDS,NO,NO,0,21,24059
84624NTRMN850BR,110000470053,COPPER COMPOUNDS,NO,NO,5,0,49255
28012DKNRG253PL,110000348008,HYDROGEN FLUORIDE,YES,NO,0,0,4100
17976STNCHHWY54,110006812716,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,6,0,65592
51101GRGNL11512,110001323318,VANADIUM COMPOUNDS,NO,NO,1,98,9085
28012DKNRG253PL,110000348008,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0
53901CLMBNW8385,110000420385,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,6.7,0,11.2
63869NWMDRSTJUD,110000606336,MERCURY COMPOUNDS,YES,NO,0,2.13,231.13
14882SCYGL228MI,110000328547,AMMONIA,NO,NO,0,349.78,1077.73
75686WLSHPFM173,110013349947,MERCURY COMPOUNDS,YES,NO,0,0,77
47150PSNRG30JAC,110007565214,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,2,0,2402
96950CMMNWINDUS,110024539070,NAPHTHALENE,YES,YES,0,0,182.25
63055LBDPWNO10L,110000440470,MERCURY COMPOUNDS,YES,NO,0,0,511
63055LBDPWNO10L,110000440470,NICKEL COMPOUNDS,YES,YES,0,0,22532
42452RDGRN9000H,110000591422,MERCURY COMPOUNDS,YES,NO,0,0,263.1
82942JMBRD9MILE,110007899970,COPPER COMPOUNDS,NO,NO,8,0,28896
75691MRTNL8850F,110043787220,NICKEL  and NICKEL COMPOUNDS,YES,YES,1,1,45298
32514GLFPW11999,110002526847,LEAD COMPOUNDS,YES,NO,0,0,33663.7
75691MRTNL8850F,110043787220,BERYLLIUM  and BERYLLIUM COMPOUNDS,YES,YES,1,1,5687
02191FRRVR9BRID,110024352289,NAPHTHALENE,YES,YES,0,0,0
75846LMSTNFM39A,110000608245,BARIUM COMPOUNDS,NO,NO,0,0,1431021
5537WKDNRG9753R,110040318475,AMMONIA,NO,NO,0,0,11660
64120HWTHR8700H,110017410942,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,5138
20664MRGNT12620,110000339143,NICKEL  and NICKEL COMPOUNDS,YES,YES,0,33,348
75686WLSHPFM173,110013349947,BARIUM COMPOUNDS,NO,NO,5,7600,297907
39552MSSSSHWY63,110040875666,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,1600
39552MSSSSHWY63,110040875666,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,1.6
46392NRTHR2723E,110000493706,ZINC COMPOUNDS,NO,NO,0,2904,325876
82637PCFCR1591T,110013320245,COPPER COMPOUNDS,NO,NO,237,24,48540
20664MRGNT12620,110000339143,ZINC COMPOUNDS,NO,NO,0,6,694
96705KLCTR4392W,110064110652,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,772
38012STVLG615EL,110006537373,AMMONIA,NO,NO,0,0,21000
47620SGCBB8511W,110044891150,MANGANESE COMPOUNDS,YES,NO,2.9,700,28562.9
30170WNSLYGEORG,110046233919,MANGANESE COMPOUNDS,YES,NO,0,140,42192
48054DTRTD4505K,110017414038,MERCURY COMPOUNDS,YES,NO,0,7.03,311.45
1120WCNSLD1HUDS,110070557756,NAPHTHALENE,YES,YES,0,0,0.67
31520MCMNS1CRIS,110000360617,NAPHTHALENE,YES,YES,0,0,0
52151LNSNG2320P,110015649592,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,557
80723PBLCS14940,110000600234,MERCURY COMPOUNDS,YES,NO,0.004,0,231.604
96727HMKNR45300,110008062265,TOLUENE,YES,NO,0,0,50.01
74951SSHDY3MILE,110056955460,BARIUM COMPOUNDS,NO,NO,1,0,168
96732KHLGN200HO,110000486395,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,0.5
7759WBLNCH2415T,110028042188,CYCLOHEXANE,NO,NO,0,0,0
7759WBLNCH2415T,110028042188,HYDROGEN CYANIDE,NO,NO,0,0,0
15748MHMRC1750P,110000330339,ARSENIC COMPOUNDS,YES,NO,22,3,3272
22547BRCHW10900,110000542743,HYDROGEN FLUORIDE,YES,NO,0,0,387
32514GLFPW11999,110002526847,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,130000
14012SSMRS7725L,110000326371,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,2380
37763STVKNSWANP,110000372631,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,380000
84528PCFCR10MIL,110020101922,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,2793
63028RSHSL100BI,110000440210,COPPER COMPOUNDS,NO,NO,0,30,4609
63028RSHSL100BI,110000440210,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,1,1510
74951SSHDY3MILE,110056955460,ZINC COMPOUNDS,NO,NO,1,0,237
45620MRCNL7397N,110043788327,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,85470
45620MRCNL7397N,110043788327,VANADIUM COMPOUNDS,NO,NO,51.8,0,359432.41
45202CGMMF10800,110000823379,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,480000
00656DCRBNBOMAG,110009309596,N-HEXANE,YES,NO,0,0,61075
63386SXPWR8501N,110000442209,VANADIUM COMPOUNDS,NO,NO,0,0,55763
32514GLFPW11999,110002526847,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,1,22089
20664MRGNT12620,110000339143,MANGANESE  and MANGANESE COMPOUNDS,YES,NO,0,0,768
38109STVLL2574P,110000374130,BARIUM COMPOUNDS,NO,NO,9,12000,88309
39552MSSSSHWY63,110040875666,MANGANESE COMPOUNDS,YES,NO,0,0,8094
52501TTMWG20775,110000415202,HYDROGEN FLUORIDE,YES,NO,0,0,4625
43811MRCNL47201,110000605417,LEAD COMPOUNDS,YES,NO,0,0,26087
77960CLTCRFMRD2,110000599692,BARIUM COMPOUNDS,NO,NO,0,0,211380
86040NVJGN5MIOF,110028287725,NAPHTHALENE,YES,YES,0,0,41
54474WSTNP2501M,110043779783,MANGANESE COMPOUNDS,YES,NO,7,949,7086
54474WSTNP2501M,110043779783,LEAD COMPOUNDS,YES,NO,1,6,1040.7
48161DTRTD3500E,110000405927,ARSENIC COMPOUNDS,YES,NO,0,1600,16697
47630SGCFB3711D,110000403723,BARIUM COMPOUNDS,NO,NO,0,140,32186
8982WNWMNT91DUN,110039075675,ZINC COMPOUNDS,NO,NO,0.23,0,1767.39
48161DTRTD3500E,110000405927,HYDROGEN FLUORIDE,YES,NO,0,0,29000
87421SNJNGCOUNT,110000600868,MERCURY COMPOUNDS,YES,NO,0.1,0,6.9
37716STVBL1265E,110043798487,NAPHTHALENE,YES,YES,0,0,5
35580LBMPW460GO,110000367380,ARSENIC COMPOUNDS,YES,NO,0,1112,100210
55003SKNGG1103K,110000423612,MANGANESE COMPOUNDS,YES,NO,5,0,111
9970WGLDNV119HH,110064086509,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.00013
78263WSMMR9599G,110000464916,COPPER COMPOUNDS,NO,NO,1,19600,47173
48161DTRTD3500E,110000405927,BARIUM COMPOUNDS,NO,NO,0,9900,1711200
29927JSPRG1719P,110020013590,FORMALDEHYDE,YES,YES,0,0,26145
